section,bucket,group_A,group_B
Jaborosa,159,1466,2810
Jaborosa,160,2021,2400
Jaborosa,161,2209,1660
Jaborosa,162,2965,2770
Jaborosa,163,3955,3370
Jaborosa,164,4513,5430
Jaborosa,165,2410,1340
Jaborosa,166,2106,1040
Jaborosa,167,4995,2370
Jaborosa,168,4553,4360
Jaborosa,169,1431,1200
Jaborosa,170,1629,4930
Jaborosa,171,1213,1040
Jaborosa,172,950,1320
Jaborosa,173,885,1010
Jaborosa,174,1201,1000
Jaborosa,175,1086,1660
Jaborosa,176,1187,490
Jaborosa,177,1288,1260
Jaborosa,178,1488,1460
Jaborosa,179,4369,3510
Jaborosa,180,9272,15120
Jaborosa,181,7913,6180
Jaborosa,182,6226,4580
Jaborosa,183,6419,4110
Jaborosa,184,3666,2690
Jaborosa,185,5690,850
Jaborosa,186,9363,11930
Jaborosa,187,10176,9910
Jaborosa,188,3334,3230
Jaborosa,189,908,1370
Jaborosa,190,1122,680
Jaborosa,191,887,860
Jaborosa,192,734,1540
Jaborosa,193,975,1210
Jaborosa,194,988,870
Jaborosa,195,1210,960
Jaborosa,196,4257,7000
Jaborosa,197,5530,3530
Jaborosa,198,2881,2000
Jaborosa,199,4463,2920
Jaborosa,200,202951,202920
Kalmia,0,0,0
Kalmia,1,6,0
Kalmia,2,30,20
Kalmia,3,28,10
Kalmia,4,15,20
Kalmia,5,33,40
Kalmia,6,44,20
Kalmia,7,44,60
Kalmia,8,85,70
Kalmia,9,68,120
Kalmia,10,78,80
Kalmia,11,36,0
Kalmia,12,67,30
Kalmia,13,34,20
Kalmia,14,55,60
Kalmia,15,49,40
Kalmia,16,33,20
Kalmia,17,53,40
Kalmia,18,55,60
Kalmia,19,27,10
Kalmia,20,29,30
Kalmia,21,26,10
Kalmia,22,40,10
Kalmia,23,40,40
Kalmia,24,39,50
Kalmia,25,27,20
Kalmia,26,44,50
Kalmia,27,50,60
Kalmia,28,23,30
Kalmia,29,18,30
Kalmia,30,28,20
Kalmia,31,18,40
Kalmia,32,33,40
Kalmia,33,19,40
Kalmia,34,13,40
Kalmia,35,17,10
Kalmia,36,19,30
Kalmia,37,37,30
Kalmia,38,13,30
Kalmia,39,8,10
Kalmia,40,21,10
Kalmia,41,25,30
Kalmia,42,16,20
Kalmia,43,8,0
Kalmia,44,13,10
Kalmia,45,24,30
Kalmia,46,13,10
Kalmia,47,10,10
Kalmia,48,4,10
Kalmia,49,9,20
Kalmia,50,8,0
Kalmia,51,8,20
Kalmia,52,5,10
Kalmia,53,14,10
Kalmia,54,13,30
Kalmia,55,8,0
Kalmia,56,5,0
Kalmia,57,2,10
Kalmia,58,6,0
Kalmia,59,7,0
Kalmia,60,8,0
Kalmia,61,3,10
Kalmia,62,2,0
Kalmia,63,8,10
Kalmia,64,11,0
Kalmia,65,5,0
Kalmia,66,4,0
Kalmia,67,4,10
Kalmia,68,1,0
Kalmia,69,7,0
Kalmia,70,2,0
Kalmia,71,2,0
Kalmia,72,9,0
Kalmia,73,21,10
Kalmia,74,2,0
Kalmia,75,4,0
Kalmia,76,0,0
Kalmia,77,11,0
Kalmia,78,1,0
Kalmia,79,3,0
Kalmia,80,9,10
Kalmia,81,5,0
Kalmia,82,3,20
Kalmia,83,0,0
Kalmia,84,3,0
Kalmia,85,6,10
Kalmia,86,0,0
Kalmia,87,2,0
Kalmia,88,3,10
Kalmia,89,1,0
Kalmia,90,13,10
Kalmia,91,2,0
Kalmia,92,9,10
Kalmia,93,1,0
Kalmia,94,0,0
Kalmia,95,0,0
Kalmia,96,3,10
Kalmia,97,1,0
Kalmia,98,2,0
Kalmia,99,8,0
Kalmia,100,5,20
Kalmia,101,3,0
Kalmia,102,2,0
Kalmia,103,3,0
Kalmia,104,0,0
Kalmia,105,14,50
Kalmia,106,0,0
Kalmia,107,0,0
Kalmia,108,10,0
Kalmia,109,2,0
Kalmia,110,1,0
Kalmia,111,3,10
Kalmia,112,1,0
Kalmia,113,1,10
Kalmia,114,2,0
Kalmia,115,2,0
Kalmia,116,0,0
Kalmia,117,1,0
Kalmia,118,3,0
Kalmia,119,0,0
Kalmia,120,2,0
Kalmia,121,2,0
Kalmia,122,0,0
Kalmia,123,2,10
Kalmia,124,0,0
Kalmia,125,2,0
Kalmia,126,1,0
Kalmia,127,1,0
Kalmia,128,1,0
Kalmia,129,0,0
Kalmia,130,3,0
Kalmia,131,2,0
Kalmia,132,2,0
Kalmia,133,0,0
Kalmia,134,0,0
Kalmia,135,4,0
Kalmia,136,0,0
Kalmia,137,1,0
Kalmia,138,0,0
Kalmia,139,1,0
Kalmia,140,0,0
Kalmia,141,0,0
Kalmia,142,2,0
Kalmia,143,0,0
Kalmia,144,0,0
Kalmia,145,2,10
Kalmia,146,5,0
Kalmia,147,0,0
Kalmia,148,1,0
Kalmia,149,0,0
Kalmia,150,0,0
Kalmia,151,0,0
Kalmia,152,1,0
Kalmia,153,1,0
Kalmia,154,0,0
Kalmia,155,0,0
Kalmia,156,1,0
Kalmia,157,0,0
Kalmia,158,0,0
Kalmia,159,0,0
Kalmia,160,0,0
Kalmia,161,2,0
Kalmia,162,0,0
Kalmia,163,0,0
Kalmia,164,10,30
Kalmia,165,0,0
Kalmia,166,1,0
Kalmia,167,0,0
Kalmia,168,2,0
Kalmia,169,0,0
Kalmia,170,2,0
Kalmia,171,0,0
Kalmia,172,0,0
Kalmia,173,0,0
Kalmia,174,1,0
Kalmia,175,1,10
Kalmia,176,0,0
Kalmia,177,0,0
Kalmia,178,0,0
Kalmia,179,0,0
Kalmia,180,9,0
Kalmia,181,0,0
Kalmia,182,0,0
Kalmia,183,3,0
Kalmia,184,0,0
Kalmia,185,0,0
Kalmia,186,0,0
Kalmia,187,1,0
Kalmia,188,0,0
Kalmia,189,1,0
Kalmia,190,1,0
Kalmia,191,0,0
Kalmia,192,0,0
Kalmia,193,0,0
Kalmia,194,0,0
Kalmia,195,0,0
Kalmia,196,3,0
Kalmia,197,0,0
Kalmia,198,0,0
Kalmia,199,1,0
Kalmia,200,55,50
Forsythia,0,0,0
Forsythia,1,1787,10
Forsythia,2,151473,134910
Forsythia,3,10980,411700
Forsythia,4,263941,190360
Forsythia,5,4755,135670
Forsythia,6,502047,149780
Forsythia,7,496371,293330
Forsythia,8,270330,580280
Forsythia,9,14446,511130
Forsythia,10,963310,373850
Forsythia,11,511362,257900
Forsythia,12,8427,248630
Forsythia,13,808042,213500
Forsythia,14,10643,261320
Forsythia,15,345763,271150
Forsythia,16,129767,227370
Forsythia,17,225773,223680
Forsythia,18,408334,175370
Forsythia,19,2511,438150
Forsythia,20,327088,143790
Forsythia,21,249680,214460
Forsythia,22,8317,123460
Forsythia,23,293263,184680
Forsythia,24,3852,125100
Forsythia,25,284487,110850
Forsythia,26,262981,184100
Forsythia,27,6784,107620
Forsythia,28,293703,189320
Forsythia,29,234143,143070
Forsythia,30,2249,190680
Forsythia,31,137522,78360
Forsythia,32,4632,86960
Forsythia,33,108278,86140
Forsythia,34,138199,119330
Forsythia,35,77854,78550
Forsythia,36,3009,109320
Forsythia,37,185760,70740
Forsythia,38,3506,145300
Forsythia,39,100355,93750
Forsythia,40,91314,68180
Forsythia,41,82717,57170
Forsythia,42,106858,37710
Forsythia,43,355,62690
Forsythia,44,78249,57150
Forsythia,45,2596,151590
Forsythia,46,180249,67140
Forsythia,47,74509,23170
Forsythia,48,1534,37860
Forsythia,49,85844,39510
Forsythia,50,66161,50000
Forsythia,51,738,38150
Forsythia,52,37795,31880
Forsythia,53,1687,34160
Forsythia,54,147042,98040
Forsythia,55,84415,57960
Forsythia,56,12746,32830
Forsythia,57,33790,45230
Forsythia,58,2769,25410
Forsythia,59,34883,19530
Forsythia,60,61404,36250
Forsythia,61,20697,10710
Forsythia,62,282,13660
Forsythia,63,33406,31330
Forsythia,64,1324,44520
Forsythia,65,49278,19090
Forsythia,66,41032,36670
Forsythia,67,1454,31390
Forsythia,68,20335,6400
Forsythia,69,50669,22410
Forsythia,70,14911,13090
Forsythia,71,229,17010
Forsythia,72,42365,32380
Forsythia,73,32872,36580
Forsythia,74,11600,22810
Forsythia,75,895,17850
Forsythia,76,17784,9620
Forsythia,77,23614,8730
Forsythia,78,224,9250
Forsythia,79,9918,4370
Forsythia,80,9567,16820
Forsythia,81,21549,26230
Forsythia,82,6858,14410
Forsythia,83,15236,5270
Forsythia,84,17056,9250
Forsythia,85,3908,11020
Forsythia,86,6083,6050
Forsythia,87,25706,8270
Forsythia,88,11267,14390
Forsythia,89,82,6260
Forsythia,90,34674,29570
Forsythia,91,29472,16130
Forsythia,92,3488,21600
Forsythia,93,24726,12530
Forsythia,94,649,4940
Forsythia,95,14729,6880
Forsythia,96,9619,10750
Forsythia,97,120,2470
Forsythia,98,6491,3970
Forsythia,99,8703,10740
Forsythia,100,7962,10550
Forsythia,101,156,7410
Forsythia,102,6765,5520
Forsythia,103,5682,5090
Forsythia,104,29,3560
Forsythia,105,8172,7280
Forsythia,106,8431,5020
Forsythia,107,441,4190
Forsythia,108,11782,10880
Forsythia,109,9365,5890
Forsythia,110,2533,15820
Forsythia,111,13488,3630
Forsythia,112,8916,8170
Forsythia,113,12866,6140
Forsythia,114,143,8150
Forsythia,115,15024,7510
Forsythia,116,3123,6200
Forsythia,117,11735,5310
Forsythia,118,97,5600
Forsythia,119,16,3300
Forsythia,120,19802,9120
Forsythia,121,6403,4760
Forsythia,122,239,2010
Forsythia,123,6048,4880
Forsythia,124,212,5390
Forsythia,125,6704,4760
Forsythia,126,142,3320
Forsythia,127,7779,3480
Forsythia,128,452,3540
Forsythia,129,6624,3040
Forsythia,130,68,5780
Forsythia,131,6969,3600
Forsythia,132,149,5210
Forsythia,133,6648,2670
Forsythia,134,3709,4660
Forsythia,135,7212,8620
Forsythia,136,1944,500
Forsythia,137,49,2040
Forsythia,138,5373,5200
Forsythia,139,764,9550
Forsythia,140,7933,2350
Forsythia,141,12544,2310
Forsythia,142,243,4000
Forsythia,143,11178,2530
Forsythia,144,168,6040
Forsythia,145,4726,7020
Forsythia,146,18333,19470
Forsythia,147,4528,4150
Forsythia,148,610,1000
Forsythia,149,1207,2450
Forsythia,150,2215,2720
Forsythia,151,8349,1820
Forsythia,152,93,1930
Forsythia,153,1956,1260
Forsythia,154,1451,2990
Forsythia,155,1775,2740
Forsythia,156,9,1370
Forsythia,157,4221,2770
Forsythia,158,41,1590
Forsythia,159,2860,1010
Forsythia,160,210,1890
Forsythia,161,1626,1090
Forsythia,162,3090,1720
Forsythia,163,2713,3350
Forsythia,164,3953,4400
Forsythia,165,26,980
Forsythia,166,443,670
Forsythia,167,5897,1450
Forsythia,168,27,1600
Forsythia,169,3849,1910
Forsythia,170,1952,3460
Forsythia,171,349,840
Forsythia,172,751,950
Forsythia,173,1783,1310
Forsythia,174,16,1070
Forsythia,175,1206,1090
Forsythia,176,655,1800
Forsythia,177,243,1400
Forsythia,178,801,970
Forsythia,179,117,2320
Forsythia,180,8861,8510
Forsythia,181,8163,4980
Forsythia,182,7766,3320
Forsythia,183,132,3170
Forsythia,184,2634,2280
Forsythia,185,6455,2110
Forsythia,186,410,3180
Forsythia,187,11891,12150
Forsythia,188,1445,740
Forsythia,189,555,1060
Forsythia,190,432,540
Forsythia,191,1220,780
Forsythia,192,40,650
Forsythia,193,1929,1080
Forsythia,194,28,1710
Forsythia,195,1704,1040
Forsythia,196,2047,5670
Forsythia,197,5555,2530
Forsythia,198,2467,1680
Forsythia,199,103,5280
Forsythia,200,152873,146750
Buddleja,0,0,0
Buddleja,1,72,1350
Buddleja,2,6117,9370
Buddleja,3,11314,10830
Buddleja,4,2850,8250
Buddleja,5,10747,9660
Buddleja,6,15244,7890
Buddleja,7,8003,12680
Buddleja,8,22145,14120
Buddleja,9,16479,20890
Buddleja,10,16654,15080
Buddleja,11,6479,11950
Buddleja,12,18443,11490
Buddleja,13,11329,11270
Buddleja,14,12827,13750
Buddleja,15,11433,13290
Buddleja,16,10673,12490
Buddleja,17,7444,10810
Buddleja,18,21510,19520
Buddleja,19,8273,10000
Buddleja,20,9258,8320
Buddleja,21,9213,7970
Buddleja,22,16086,9130
Buddleja,23,4897,9780
Buddleja,24,8721,9390
Buddleja,25,7186,7280
Buddleja,26,5723,6040
Buddleja,27,19375,11410
Buddleja,28,8060,11270
Buddleja,29,5727,6660
Buddleja,30,3212,7250
Buddleja,31,5358,4010
Buddleja,32,7510,7050
Buddleja,33,2910,4240
Buddleja,34,3485,5080
Buddleja,35,4949,4220
Buddleja,36,6844,7900
Buddleja,37,4519,7440
Buddleja,38,7577,3180
Buddleja,39,5471,5740
Buddleja,40,5893,4320
Buddleja,41,1754,3330
Buddleja,42,4865,4080
Buddleja,43,2759,1730
Buddleja,44,1495,2890
Buddleja,45,8078,7050
Buddleja,46,5153,6070
Buddleja,47,554,1980
Buddleja,48,2121,2140
Buddleja,49,984,2000
Buddleja,50,2668,2710
Buddleja,51,2555,2710
Buddleja,52,2292,1350
Buddleja,53,2697,2260
Buddleja,54,3378,5300
Buddleja,55,6352,4380
Buddleja,56,1216,1890
Buddleja,57,968,1200
Buddleja,58,1083,870
Buddleja,59,1278,1410
Buddleja,60,1941,2040
Buddleja,61,797,750
Buddleja,62,928,640
Buddleja,63,1391,1480
Buddleja,64,2621,2530
Buddleja,65,1587,1460
Buddleja,66,2043,2100
Buddleja,67,1026,1090
Buddleja,68,831,1020
Buddleja,69,553,490
Buddleja,70,748,1070
Buddleja,71,758,680
Buddleja,72,1548,1710
Buddleja,73,3524,2490
Buddleja,74,436,1010
Buddleja,75,413,560
Buddleja,76,824,490
Buddleja,77,833,650
Buddleja,78,499,620
Buddleja,79,365,360
Buddleja,80,870,640
Buddleja,81,1200,1340
Buddleja,82,244,780
Buddleja,83,702,880
Buddleja,84,341,440
Buddleja,85,467,690
Buddleja,86,358,310
Buddleja,87,385,430
Buddleja,88,818,500
Buddleja,89,667,360
Buddleja,90,1597,1600
Buddleja,91,454,590
Buddleja,92,1139,1250
Buddleja,93,495,430
Buddleja,94,196,150
Buddleja,95,685,430
Buddleja,96,483,630
Buddleja,97,286,210
Buddleja,98,302,240
Buddleja,99,344,530
Buddleja,100,505,450
Buddleja,101,398,380
Buddleja,102,180,390
Buddleja,103,340,380
Buddleja,104,132,180
Buddleja,105,266,330
Buddleja,106,427,190
Buddleja,107,220,320
Buddleja,108,508,530
Buddleja,109,364,410
Buddleja,110,419,290
Buddleja,111,668,820
Buddleja,112,376,480
Buddleja,113,424,500
Buddleja,114,74,170
Buddleja,115,377,340
Buddleja,116,161,250
Buddleja,117,850,300
Buddleja,118,130,410
Buddleja,119,99,180
Buddleja,120,573,700
Buddleja,121,181,330
Buddleja,122,205,300
Buddleja,123,196,130
Buddleja,124,360,310
Buddleja,125,233,260
Buddleja,126,99,210
Buddleja,127,107,110
Buddleja,128,457,300
Buddleja,129,101,160
Buddleja,130,318,230
Buddleja,131,258,350
Buddleja,132,256,180
Buddleja,133,82,130
Buddleja,134,128,140
Buddleja,135,443,450
Buddleja,136,94,60
Buddleja,137,167,70
Buddleja,138,296,190
Buddleja,139,360,480
Buddleja,140,92,110
Buddleja,141,140,130
Buddleja,142,166,90
Buddleja,143,103,110
Buddleja,144,369,400
Buddleja,145,295,110
Buddleja,146,1346,1380
Buddleja,147,58,100
Buddleja,148,82,200
Buddleja,149,136,120
Buddleja,150,161,190
Buddleja,151,110,110
Buddleja,152,135,130
Buddleja,153,63,80
Buddleja,154,39,60
Buddleja,155,98,160
Buddleja,156,194,90
Buddleja,157,156,170
Buddleja,158,165,180
Buddleja,159,43,50
Buddleja,160,178,250
Buddleja,161,62,20
Buddleja,162,131,90
Buddleja,163,345,440
Buddleja,164,246,230
Buddleja,165,69,40
Buddleja,166,16,60
Buddleja,167,45,70
Buddleja,168,193,220
Buddleja,169,74,220
Buddleja,170,335,60
Buddleja,171,17,60
Buddleja,172,75,100
Buddleja,173,47,70
Buddleja,174,21,30
Buddleja,175,77,80
Buddleja,176,19,0
Buddleja,177,94,160
Buddleja,178,88,120
Buddleja,179,104,40
Buddleja,180,628,900
Buddleja,181,258,10
Buddleja,182,135,150
Buddleja,183,216,280
Buddleja,184,44,60
Buddleja,185,57,50
Buddleja,186,205,240
Buddleja,187,532,530
Buddleja,188,101,40
Buddleja,189,30,20
Buddleja,190,36,80
Buddleja,191,38,50
Buddleja,192,49,50
Buddleja,193,31,40
Buddleja,194,16,30
Buddleja,195,36,40
Buddleja,196,276,350
Buddleja,197,145,90
Buddleja,198,95,80
Buddleja,199,340,240
Buddleja,200,7559,8040
Nolana,0,0,0
Nolana,1,144,280
Nolana,2,2051,2250
Nolana,3,3636,3000
Nolana,4,2893,2170
Nolana,5,2247,2850
Nolana,6,2778,1870
Nolana,7,3031,3050
Nolana,8,3411,3140
Nolana,9,3815,4070
Nolana,10,4102,3510
Nolana,11,4886,3150
Nolana,12,3334,2770
Nolana,13,2753,2740
Nolana,14,3495,3180
Nolana,15,3235,3240
Nolana,16,2919,2840
Nolana,17,4697,2370
Nolana,18,4596,4420
Nolana,19,1746,2340
Nolana,20,2086,1960
Nolana,21,2105,1840
Nolana,22,2826,2340
Nolana,23,2207,2680
Nolana,24,2029,2390
Nolana,25,1812,1760
Nolana,26,1191,1240
Nolana,27,4662,2750
Nolana,28,3351,3010
Nolana,29,1704,1440
Nolana,30,1803,1860
Nolana,31,968,1110
Nolana,32,1955,1540
Nolana,33,1188,1140
Nolana,34,1127,1150
Nolana,35,1048,920
Nolana,36,2641,2060
Nolana,37,1983,1970
Nolana,38,557,700
Nolana,39,1293,1260
Nolana,40,1198,1160
Nolana,41,1000,900
Nolana,42,1183,980
Nolana,43,524,600
Nolana,44,661,710
Nolana,45,1717,1490
Nolana,46,1816,1250
Nolana,47,414,370
Nolana,48,518,670
Nolana,49,480,570
Nolana,50,791,730
Nolana,51,804,700
Nolana,52,403,440
Nolana,53,398,560
Nolana,54,1683,1250
Nolana,55,1269,1340
Nolana,56,286,240
Nolana,57,281,220
Nolana,58,253,300
Nolana,59,318,270
Nolana,60,607,530
Nolana,61,241,200
Nolana,62,381,260
Nolana,63,389,440
Nolana,64,900,660
Nolana,65,305,360
Nolana,66,505,430
Nolana,67,218,240
Nolana,68,244,230
Nolana,69,183,150
Nolana,70,262,280
Nolana,71,210,220
Nolana,72,439,360
Nolana,73,672,800
Nolana,74,178,200
Nolana,75,129,110
Nolana,76,123,120
Nolana,77,192,190
Nolana,78,216,120
Nolana,79,71,120
Nolana,80,175,140
Nolana,81,321,250
Nolana,82,107,140
Nolana,83,273,110
Nolana,84,188,140
Nolana,85,77,80
Nolana,86,55,50
Nolana,87,140,60
Nolana,88,121,180
Nolana,89,104,80
Nolana,90,454,470
Nolana,91,150,140
Nolana,92,376,480
Nolana,93,97,80
Nolana,94,50,90
Nolana,95,142,200
Nolana,96,157,100
Nolana,97,64,40
Nolana,98,98,50
Nolana,99,132,100
Nolana,100,133,110
Nolana,101,103,80
Nolana,102,60,40
Nolana,103,88,80
Nolana,104,73,30
Nolana,105,67,70
Nolana,106,88,70
Nolana,107,60,20
Nolana,108,152,180
Nolana,109,146,120
Nolana,110,137,90
Nolana,111,152,120
Nolana,112,106,80
Nolana,113,63,60
Nolana,114,50,20
Nolana,115,73,80
Nolana,116,59,60
Nolana,117,99,120
Nolana,118,76,80
Nolana,119,21,10
Nolana,120,262,210
Nolana,121,79,150
Nolana,122,55,60
Nolana,123,46,40
Nolana,124,104,120
Nolana,125,58,40
Nolana,126,50,60
Nolana,127,15,20
Nolana,128,92,80
Nolana,129,8,30
Nolana,130,74,80
Nolana,131,81,40
Nolana,132,54,30
Nolana,133,24,20
Nolana,134,30,40
Nolana,135,108,110
Nolana,136,24,20
Nolana,137,22,40
Nolana,138,48,30
Nolana,139,158,170
Nolana,140,38,80
Nolana,141,29,20
Nolana,142,56,50
Nolana,143,66,40
Nolana,144,92,110
Nolana,145,15,10
Nolana,146,312,340
Nolana,147,7,0
Nolana,148,19,20
Nolana,149,25,30
Nolana,150,54,100
Nolana,151,18,20
Nolana,152,51,30
Nolana,153,29,0
Nolana,154,12,10
Nolana,155,30,70
Nolana,156,3,0
Nolana,157,24,40
Nolana,158,42,20
Nolana,159,26,0
Nolana,160,24,10
Nolana,161,11,20
Nolana,162,30,50
Nolana,163,7,20
Nolana,164,58,70
Nolana,165,13,10
Nolana,166,20,10
Nolana,167,16,30
Nolana,168,116,170
Nolana,169,74,20
Nolana,170,18,10
Nolana,171,7,10
Nolana,172,17,20
Nolana,173,14,20
Nolana,174,12,20
Nolana,175,14,20
Nolana,176,11,30
Nolana,177,16,20
Nolana,178,10,10
Nolana,179,7,0
Nolana,180,375,310
Nolana,181,9,0
Nolana,182,42,20
Nolana,183,51,50
Nolana,184,16,0
Nolana,185,19,30
Nolana,186,49,40
Nolana,187,130,110
Nolana,188,6,0
Nolana,189,16,20
Nolana,190,12,0
Nolana,191,10,20
Nolana,192,23,10
Nolana,193,18,10
Nolana,194,21,0
Nolana,195,11,0
Nolana,196,48,80
Nolana,197,20,0
Nolana,198,63,10
Nolana,199,47,40
Nolana,200,2240,1920
Iberis,0,0,0
Iberis,1,52,420
Iberis,2,9683,5030
Iberis,3,442,4480
Iberis,4,8239,3460
Iberis,5,257,4210
Iberis,6,7340,4580
Iberis,7,205,3610
Iberis,8,12993,4690
Iberis,9,202,4300
Iberis,10,15915,4830
Iberis,11,249,4040
Iberis,12,8810,5540
Iberis,13,402,10410
Iberis,14,7021,3580
Iberis,15,279,3340
Iberis,16,7173,3250
Iberis,17,6504,4150
Iberis,18,200,5040
Iberis,19,5543,2450
Iberis,20,161,3170
Iberis,21,7232,2330
Iberis,22,10790,2600
Iberis,23,250,5500
Iberis,24,384,3040
Iberis,25,13839,2550
Iberis,26,182,1450
Iberis,27,5890,4610
Iberis,28,147,3280
Iberis,29,4092,6120
Iberis,30,193,4600
Iberis,31,3213,2300
Iberis,32,124,1890
Iberis,33,11339,1670
Iberis,34,150,1620
Iberis,35,1841,2740
Iberis,36,86,2340
Iberis,37,5516,2190
Iberis,38,50,670
Iberis,39,4432,910
Iberis,40,513,1340
Iberis,41,1381,2210
Iberis,42,1104,1300
Iberis,43,67,450
Iberis,44,2061,780
Iberis,45,3814,2290
Iberis,46,1502,1260
Iberis,47,184,4190
Iberis,48,1186,630
Iberis,49,1520,490
Iberis,50,1156,1810
Iberis,51,2217,820
Iberis,52,39,440
Iberis,53,47,630
Iberis,54,4252,1540
Iberis,55,1976,1960
Iberis,56,34,400
Iberis,57,722,280
Iberis,58,23,300
Iberis,59,1308,450
Iberis,60,141,380
Iberis,61,407,380
Iberis,62,327,970
Iberis,63,323,220
Iberis,64,1096,670
Iberis,65,26,430
Iberis,66,1233,850
Iberis,67,10,310
Iberis,68,1116,380
Iberis,69,22,210
Iberis,70,1043,410
Iberis,71,10,420
Iberis,72,1104,490
Iberis,73,839,750
Iberis,74,11,200
Iberis,75,651,470
Iberis,76,7,300
Iberis,77,548,110
Iberis,78,362,450
Iberis,79,7,140
Iberis,80,298,210
Iberis,81,385,240
Iberis,82,10,260
Iberis,83,310,300
Iberis,84,7,500
Iberis,85,593,180
Iberis,86,31,180
Iberis,87,463,160
Iberis,88,743,180
Iberis,89,6,190
Iberis,90,805,500
Iberis,91,142,210
Iberis,92,547,580
Iberis,93,177,170
Iberis,94,33,100
Iberis,95,349,110
Iberis,96,140,200
Iberis,97,131,170
Iberis,98,189,180
Iberis,99,78,130
Iberis,100,358,190
Iberis,101,259,200
Iberis,102,3,80
Iberis,103,130,60
Iberis,104,95,60
Iberis,105,283,270
Iberis,106,110,70
Iberis,107,17,60
Iberis,108,196,160
Iberis,109,32,150
Iberis,110,219,100
Iberis,111,184,250
Iberis,112,183,170
Iberis,113,127,270
Iberis,114,319,50
Iberis,115,357,320
Iberis,116,163,140
Iberis,117,103,150
Iberis,118,97,60
Iberis,119,5,40
Iberis,120,262,170
Iberis,121,13,50
Iberis,122,97,80
Iberis,123,4,20
Iberis,124,109,50
Iberis,125,55,110
Iberis,126,35,60
Iberis,127,178,60
Iberis,128,111,180
Iberis,129,37,50
Iberis,130,232,90
Iberis,131,151,90
Iberis,132,66,40
Iberis,133,154,40
Iberis,134,4,30
Iberis,135,326,290
Iberis,136,3,0
Iberis,137,97,150
Iberis,138,3,80
Iberis,139,211,140
Iberis,140,1,40
Iberis,141,246,40
Iberis,142,146,90
Iberis,143,31,250
Iberis,144,103,110
Iberis,145,0,20
Iberis,146,310,230
Iberis,147,142,70
Iberis,148,46,90
Iberis,149,87,10
Iberis,150,80,50
Iberis,151,40,30
Iberis,152,52,90
Iberis,153,24,20
Iberis,154,55,20
Iberis,155,67,40
Iberis,156,13,0
Iberis,157,52,50
Iberis,158,14,80
Iberis,159,35,10
Iberis,160,63,0
Iberis,161,78,50
Iberis,162,56,80
Iberis,163,31,30
Iberis,164,59,50
Iberis,165,31,20
Iberis,166,32,20
Iberis,167,36,10
Iberis,168,21,50
Iberis,169,70,20
Iberis,170,51,30
Iberis,171,64,0
Iberis,172,54,70
Iberis,173,9,20
Iberis,174,23,50
Iberis,175,13,10
Iberis,176,17,20
Iberis,177,39,0
Iberis,178,23,10
Iberis,179,8,40
Iberis,180,256,230
Iberis,181,1,10
Iberis,182,42,100
Iberis,183,170,110
Iberis,184,83,60
Iberis,185,42,70
Iberis,186,59,80
Iberis,187,273,100
Iberis,188,25,0
Iberis,189,5,30
Iberis,190,32,10
Iberis,191,8,30
Iberis,192,33,20
Iberis,193,7,20
Iberis,194,2,10
Iberis,195,39,0
Iberis,196,89,90
Iberis,197,19,10
Iberis,198,22,40
Iberis,199,9,20
Iberis,200,3840,3180